tv,Ts,nparticles
0.5040414184021155,1,512
0.4613111269061562,2,512
0.4389015882809611,3,512
0.42273019197559125,4,512
0.4058443816327518,5,512
0.3967396027738471,6,512
0.39657434770270567,7,512
0.391235381310451,8,512
0.38159078802269697,9,512
0.3718013195541701,10,512
0.36015793276133484,11,512
0.3496742192116033,12,512
0.34174941204455445,13,512
0.3317095233939427,14,512
0.32640578546126925,15,512
0.31824691188680515,16,512
0.31113661548943716,17,512
0.3067901353866644,18,512
0.3006342121083995,19,512
0.2950875802051681,20,512
0.29121941547848085,21,512
0.28726455040519755,22,512
0.28219514260850476,23,512
0.277814268924935,24,512
0.27394407185261577,25,512
0.2699628875297874,26,512
0.2663656391820508,27,512
0.26156075097662906,28,512
0.25744326997257283,29,512
0.25242335898669094,30,512
0.24964793624736567,31,512
0.24693511049899594,32,512
0.24582231290700196,33,512
0.2434183375786052,34,512
0.23986751360272612,35,512
0.2359160735048625,36,512
0.2323780771027372,37,512
0.23035419883458993,38,512
0.22777646445993485,39,512
0.2250479910547213,40,512
0.22274352517240334,41,512
0.22050406122411093,42,512
0.21810859294070326,43,512
0.21617540531219803,44,512
0.21422356041383014,45,512
0.21185511141128371,46,512
0.2103669788672886,47,512
0.20904037630567282,48,512
0.20661170665909678,49,512
0.2042475469606654,50,512
0.20305849258682576,51,512
0.20166369208653775,52,512
0.19938250290203866,53,512
0.19738694143816563,54,512
0.19492603204982914,55,512
0.19261246991947156,56,512
0.19038691664212856,57,512
0.18840968057515833,58,512
0.1868281913912556,59,512
0.18552878979413906,60,512
0.18357147080834932,61,512
0.1817398655506787,62,512
0.17991107701599893,63,512
0.17848792074352168,64,512
0.17702060224557947,65,512
0.1751725743539617,66,512
0.17346084595272193,67,512
0.1722932021894079,68,512
0.17101944903467772,69,512
0.1700689188866501,70,512
0.16808464952517288,71,512
0.16702502443630918,72,512
0.16612362843602063,73,512
0.16543312398004242,74,512
0.16454652868254332,75,512
0.1634116163431428,76,512
0.16203216538389076,77,512
0.1605555569979451,78,512
0.15985490682022124,79,512
0.15848208824068694,80,512
0.15769999025050102,81,512
0.15626620012964518,82,512
0.15544325987385618,83,512
0.15458073103694586,84,512
0.15415472348541764,85,512
0.15343660174749044,86,512
0.15319736481022508,87,512
0.15248931113481157,88,512
0.15196195327811002,89,512
0.1511743315817978,90,512
0.15060862794918947,91,512
0.14991576003460166,92,512
0.14928494237292358,93,512
0.1485396105990635,94,512
0.14774066568057606,95,512
0.14700826229417838,96,512
0.14594554247932456,97,512
0.14527464818181862,98,512
0.14459997665710683,99,512
0.144184748792598,100,512
0.14388719886880447,101,512
0.14342274543437633,102,512
0.14284832684527157,103,512
0.14251077222906483,104,512
0.14184547475086337,105,512
0.14116919389509003,106,512
0.14073688826189734,107,512
0.1400374515709799,108,512
0.13973942837087544,109,512
0.1397465826503745,110,512
0.1388768875222562,111,512
0.1382058120974647,112,512
0.13756541018304014,113,512
0.1370539217294293,114,512
0.13652930400025212,115,512
0.13595819281622862,116,512
0.1354235533269682,117,512
0.1347274319667025,118,512
0.1341036157181964,119,512
0.13331750873423337,120,512
0.13274028591378395,121,512
0.13233105029223036,122,512
0.1319336575000044,123,512
0.1318007242713787,124,512
0.13158910323661188,125,512
0.13149417154818518,126,512
0.13163037523082446,127,512
0.13129810634394293,128,512
0.13117051127541585,129,512
0.1306008172570947,130,512
0.13006962255784071,131,512
0.130056656359975,132,512
0.12970384347169162,133,512
0.1293885497494789,134,512
0.12912655208814047,135,512
0.12879471347604804,136,512
0.1285965351486268,137,512
0.12827363678157103,138,512
0.12803101191959498,139,512
0.12730971137278332,140,512
0.12674147190062332,141,512
0.12589512117196647,142,512
0.12501558360438647,143,512
0.12403288991612088,144,512
0.12328516300645205,145,512
0.1227383846582506,146,512
0.12245329504503352,147,512
0.12189518299455787,148,512
0.12149160742325657,149,512
0.12103236130073301,150,512
0.12051507976030097,151,512
0.11994524749189778,152,512
0.1194610122671095,153,512
0.11878991868024802,154,512
0.11831322778370801,155,512
0.1178829968432552,156,512
0.11714697409105532,157,512
0.11653710182055349,158,512
0.11609664703097186,159,512
0.11544914406078931,160,512
0.11504369334956102,161,512
0.11462606777141558,162,512
0.11401903925087174,163,512
0.1135627502605886,164,512
0.11300907107146944,165,512
0.11258604073902415,166,512
0.11234556751170223,167,512
0.11204943981748412,168,512
0.11182108700188333,169,512
0.11152540408052809,170,512
0.11131501158553597,171,512
0.11101743313222272,172,512
0.11071454670856869,173,512
0.11056674834531194,174,512
0.11015356655779286,175,512
0.1099477832311739,176,512
0.10975155199227586,177,512
0.10979010199568592,178,512
0.10991655688397653,179,512
0.10993967944088155,180,512
0.10980824746045058,181,512
0.10981083219265324,182,512
0.1097232073079374,183,512
0.10964638718764039,184,512
0.10958799528300116,185,512
0.10946661496000072,186,512
0.10923573611455958,187,512
0.10887906839468374,188,512
0.10878850414937136,189,512
0.10866531732662757,190,512
0.10829207972002095,191,512
0.10804689079621232,192,512
0.10777072061112936,193,512
0.10739426156271452,194,512
0.10695784574366561,195,512
0.1068995392727725,196,512
0.10699924861345231,197,512
0.10709543424279029,198,512
0.106941685046626,199,512
0.10674757082583786,200,512
0.10653133972345073,201,512
0.10607161756830792,202,512
0.10592318746646417,203,512
0.10578352774439158,204,512
0.10552147275471221,205,512
0.10524830729114322,206,512
0.10497555272667285,207,512
0.10481072976386034,208,512
0.1047125606624521,209,512
0.10453747520128263,210,512
0.10443522226353433,211,512
0.10419494373545336,212,512
0.10396463446485893,213,512
0.1037092897776968,214,512
0.10348618003497814,215,512
0.10322998808515654,216,512
0.10281305466674955,217,512
0.1026503864989823,218,512
0.10239532934881146,219,512
0.1020783540713095,220,512
0.10200519632481585,221,512
0.10173826780780526,222,512
0.10147821228022931,223,512
0.10118759906569293,224,512
0.10099304275760078,225,512
0.1007254807814957,226,512
0.10062155334436546,227,512
0.10043295435677481,228,512
0.10012039765933348,229,512
0.09987401172479196,230,512
0.09939043383054937,231,512
0.09905760258091081,232,512
0.09874357800458244,233,512
0.09835307028137827,234,512
0.09819512301132234,235,512
0.09772111874568924,236,512
0.09739641134591538,237,512
0.09703811035829706,238,512
0.09669160822780504,239,512
0.09639760900888902,240,512
0.0961263150889682,241,512
0.0959292347062356,242,512
0.09576646944351272,243,512
0.09566420213428754,244,512
0.09548009606013756,245,512
0.09518239806528768,246,512
0.09489732159138847,247,512
0.09460688756939108,248,512
0.09450865513308307,249,512
0.094101074109075,250,512
0.09399270294597366,251,512
0.0938798565246829,252,512
0.09376712585995511,253,512
0.0935768181208488,254,512
0.09334006322608517,255,512
0.09323289086623343,256,512
0.09316908398704908,257,512
0.09289943316765256,258,512
0.09267261506505967,259,512
0.09242188102103277,260,512
0.09231466674620152,261,512
0.09187717007372459,262,512
0.09155006382310327,263,512
0.09120165705283689,264,512
0.09091291800276491,265,512
0.09071129708110494,266,512
0.09053491438767733,267,512
0.09036932514601806,268,512
0.09031715094806661,269,512
0.09008075458203119,270,512
0.08985412441482105,271,512
0.08978545845819921,272,512
0.08961111802239685,273,512
0.08939440154054028,274,512
0.08928299610008707,275,512
0.08928369775881385,276,512
0.08917954982815132,277,512
0.0889516321181502,278,512
0.08867746435049906,279,512
0.08845359797162466,280,512
0.08838569003485494,281,512
0.08826191218786011,282,512
0.08828628501050145,283,512
0.08811254813387233,284,512
0.08803781377106952,285,512
0.08801666248894781,286,512
0.0880373493391966,287,512
0.08809701449491188,288,512
0.08800971188976862,289,512
0.08783116239945726,290,512
0.08757981663398345,291,512
0.08742669739375175,292,512
0.08725426787131552,293,512
0.08703639944610604,294,512
0.08690794571142185,295,512
0.08689983872904539,296,512
0.08664969471765203,297,512
0.08635871284444317,298,512
0.08626597008088828,299,512
0.0866758372010731,300,512
0.0865483039742655,301,512
