target,kernel,seed,mcmc,id,Ts,errors
Banana,HMC,22,HMC,22,200,7.908172908541402e-7
Banana,HMC,22,HMC,22,300,2.956437518027698
Banana,HMC,22,HMC,22,400,0.0525264400850018
Banana,HMC,22,HMC,22,500,2.3913506595234524
Banana,HMC,22,HMC,22,600,2.7298029189343147
Banana,HMC,22,HMC,22,700,3.534456311682158
Banana,HMC,22,HMC,22,800,6.006283691350023
Banana,HMC,22,HMC,22,900,4.864613224590926
Banana,HMC,22,HMC,22,1000,6.635855163351231
Banana,HMC,22,HMC,22,1100,3.589234368732234
Banana,HMC,22,HMC,22,1200,3.615952635364903
Banana,HMC,23,HMC,23,10,4.066831197679568e-15
Banana,HMC,23,HMC,23,20,9.507298527748701e-13
Banana,HMC,23,HMC,23,50,7.591192776837779e-13
Banana,HMC,23,HMC,23,100,5.238327662212446e-7
Banana,HMC,23,HMC,23,200,4.312244582292393e-7
Banana,HMC,23,HMC,23,300,4.766309989573113e-5
Banana,HMC,23,HMC,23,400,2.406122427218279
Banana,HMC,23,HMC,23,500,0.0691065937105996
Banana,HMC,23,HMC,23,600,5.058888374906851
Banana,HMC,23,HMC,23,700,3.6398101007978765
Banana,HMC,23,HMC,23,800,6.370766974037234
Banana,HMC,23,HMC,23,900,3.159660600002442
Banana,HMC,23,HMC,23,1000,18.6198400047854
Banana,HMC,23,HMC,23,1100,3.7941907922821487
Banana,HMC,23,HMC,23,1200,5.911616474318951
Banana,HMC,24,HMC,24,10,1.0797882111286812e-14
Banana,HMC,24,HMC,24,20,3.8581208559739236e-14
Banana,HMC,24,HMC,24,50,1.2449624249148585e-12
Banana,HMC,24,HMC,24,100,1.1441916266560082e-10
Banana,HMC,24,HMC,24,200,0.0005724314822448106
Banana,HMC,24,HMC,24,300,2.452789216630939
Banana,HMC,24,HMC,24,400,4.883781255218017
Banana,HMC,24,HMC,24,500,3.5393192930065673
Banana,HMC,24,HMC,24,600,2.7711234944251597
Banana,HMC,24,HMC,24,700,5.347596362930194
Banana,HMC,24,HMC,24,800,4.5980092356096804
Banana,HMC,24,HMC,24,900,6.365053849867802
Banana,HMC,24,HMC,24,1000,2.7432035674654207
Banana,HMC,24,HMC,24,1100,3.7318559409642367
Banana,HMC,24,HMC,24,1200,2.957658766868349
Banana,HMC,25,HMC,25,10,6.571151138157017e-14
Banana,HMC,25,HMC,25,20,1.5375533891430145e-10
Banana,HMC,25,HMC,25,50,2.385977654756883e-12
Banana,HMC,25,HMC,25,100,2.127260870630259e-6
Banana,HMC,25,HMC,25,200,0.00667977064577424
Banana,HMC,25,HMC,25,300,3.5657105448151927
Banana,HMC,25,HMC,25,400,2.2939829028595486
Banana,HMC,25,HMC,25,500,2.598748289766519
Banana,HMC,25,HMC,25,600,2.7023087066896316
Banana,HMC,25,HMC,25,700,5.179748242594708
Banana,HMC,25,HMC,25,800,4.040401096996923
Banana,HMC,25,HMC,25,900,5.5903944921741795
Banana,HMC,25,HMC,25,1000,8.60125819120088
Banana,HMC,25,HMC,25,1100,6.41138002605658
Banana,HMC,25,HMC,25,1200,3.9541179856707225
Banana,HMC,26,HMC,26,10,1.1879475970600405e-11
Banana,HMC,26,HMC,26,20,1.7559477737295553e-12
Banana,HMC,26,HMC,26,50,3.9710624773588997e-14
Banana,HMC,26,HMC,26,100,1.1357780793268033e-5
Banana,HMC,26,HMC,26,200,0.11971081052541557
Banana,HMC,26,HMC,26,300,0.9174198307698731
Banana,HMC,26,HMC,26,400,4.027490411501573
Banana,HMC,26,HMC,26,500,3.0555568160376088
Banana,HMC,26,HMC,26,600,4.187179077254131
Banana,HMC,26,HMC,26,700,3.2738824707323677
Banana,HMC,26,HMC,26,800,5.097945902017132
Banana,HMC,26,HMC,26,900,3.7925666108349603
Banana,HMC,26,HMC,26,1000,9.22804268437782
Banana,HMC,26,HMC,26,1100,6.626811656413122
Banana,HMC,26,HMC,26,1200,1.9886810263105994
Banana,HMC,27,HMC,27,10,3.7673232837511766e-14
Banana,HMC,27,HMC,27,20,4.50948758529357e-14
Banana,HMC,27,HMC,27,50,1.731112114234321e-12
Banana,HMC,27,HMC,27,100,4.1141747664046643e-11
Banana,HMC,27,HMC,27,200,3.107212422642903e-10
Banana,HMC,27,HMC,27,300,0.17920256311893162
Banana,HMC,27,HMC,27,400,2.6751796675842785
Banana,HMC,27,HMC,27,500,1.953563088016328
Banana,HMC,27,HMC,27,600,3.232104296025617
Banana,HMC,27,HMC,27,700,3.8758819374957416
Banana,HMC,27,HMC,27,800,3.11454589946306
Banana,HMC,27,HMC,27,900,7.7226952082560425
Banana,HMC,27,HMC,27,1000,2.4762799070561856
Banana,HMC,27,HMC,27,1100,6.152376335798318
Banana,HMC,27,HMC,27,1200,7.061070256052691
Banana,HMC,28,HMC,28,10,8.497413784710789e-14
Banana,HMC,28,HMC,28,20,1.8434427909262157e-12
Banana,HMC,28,HMC,28,50,4.397057833846933e-11
Banana,HMC,28,HMC,28,100,0.001053230750300559
Banana,HMC,28,HMC,28,200,0.012502561425924454
Banana,HMC,28,HMC,28,300,0.22698913901557968
Banana,HMC,28,HMC,28,400,0.0014369504555856762
Banana,HMC,28,HMC,28,500,3.82348608930589
Banana,HMC,28,HMC,28,600,6.4261279422013065
Banana,HMC,28,HMC,28,700,8.833281141090985
Banana,HMC,28,HMC,28,800,3.624464038252385
Banana,HMC,28,HMC,28,900,5.643036486001595
Banana,HMC,28,HMC,28,1000,8.424406689614367
Banana,HMC,28,HMC,28,1100,4.892772635898809
Banana,HMC,28,HMC,28,1200,6.607817332026056
Banana,HMC,29,HMC,29,10,4.5015402367261745e-15
Banana,HMC,29,HMC,29,20,2.691910871271869e-13
Banana,HMC,29,HMC,29,50,1.2761377857587404e-12
Banana,HMC,29,HMC,29,100,2.0447693950847235e-8
Banana,HMC,29,HMC,29,200,7.057492384947173e-5
Banana,HMC,29,HMC,29,300,0.0021019534292956985
Banana,HMC,29,HMC,29,400,3.3549205017373387
Banana,HMC,29,HMC,29,500,2.5406303003403035
Banana,HMC,29,HMC,29,600,0.8520159883589752
Banana,HMC,29,HMC,29,700,9.65650360409863
Banana,HMC,29,HMC,29,800,7.195698059607191
Banana,HMC,29,HMC,29,900,4.4263399100885
Banana,HMC,29,HMC,29,1000,4.495622407568245
Banana,HMC,29,HMC,29,1100,6.632261380349357
Banana,HMC,29,HMC,29,1200,4.5558901680426915
Banana,HMC,3,HMC,3,10,1.6507638805937184e-14
Banana,HMC,3,HMC,3,20,5.388230416809702e-11
Banana,HMC,3,HMC,3,50,9.195443572162449e-9
Banana,HMC,3,HMC,3,100,1.3397044247004424e-5
Banana,HMC,3,HMC,3,200,8.529713517235503e-5
Banana,HMC,3,HMC,3,300,0.7123189446404387
Banana,HMC,3,HMC,3,400,2.6645682952719363
Banana,HMC,3,HMC,3,500,4.105837944319404
Banana,HMC,3,HMC,3,600,3.417298183335387
Banana,HMC,3,HMC,3,700,7.322553374870599
Banana,HMC,3,HMC,3,800,2.2092611767651027
Banana,HMC,3,HMC,3,900,13.074352869453827
Banana,HMC,3,HMC,3,1000,5.016590254725294
Banana,HMC,3,HMC,3,1100,3.5074745364234805
Banana,HMC,3,HMC,3,1200,3.872379759843459
Banana,HMC,30,HMC,30,10,3.0069012803018263e-14
Banana,HMC,30,HMC,30,20,4.5603341538233034e-11
Banana,HMC,30,HMC,30,50,3.4877838427920008e-12
Banana,HMC,30,HMC,30,100,8.571638203683755e-6
Banana,HMC,30,HMC,30,200,2.3780733597299877
Banana,HMC,30,HMC,30,300,0.00015673503769963616
Banana,HMC,30,HMC,30,400,2.9744634531807486
Banana,HMC,30,HMC,30,500,1.189179006942649
Banana,HMC,30,HMC,30,600,5.18735119530541
Banana,HMC,30,HMC,30,700,4.7768038092838925
Banana,HMC,30,HMC,30,800,4.219365500810334
Banana,HMC,30,HMC,30,900,4.5947426335750565
Banana,HMC,30,HMC,30,1000,2.7558125462263434
Banana,HMC,30,HMC,30,1100,6.079586030762153
Banana,HMC,30,HMC,30,1200,2.5049145161542596
Banana,HMC,31,HMC,31,10,2.1020190022577703e-14
Banana,HMC,31,HMC,31,20,2.492013394397922e-11
Banana,HMC,31,HMC,31,50,1.5389111681815732e-11
Banana,HMC,31,HMC,31,100,1.1925378323958933e-8
Banana,HMC,31,HMC,31,200,0.0009216688313367101
Banana,HMC,31,HMC,31,300,1.1987937854963189
Banana,HMC,31,HMC,31,400,3.90386236592202
Banana,HMC,31,HMC,31,500,2.9259935073598435
Banana,HMC,31,HMC,31,600,5.088125676956502
Banana,HMC,31,HMC,31,700,5.060096288237555
Banana,HMC,31,HMC,31,800,4.43789448656137
Banana,HMC,31,HMC,31,900,2.2882998864418123
Banana,HMC,31,HMC,31,1000,5.9850300792711115
Banana,HMC,31,HMC,31,1100,5.426623620137824
Banana,HMC,31,HMC,31,1200,4.530716274568059
Banana,HMC,32,HMC,32,10,2.9051756887398626e-11
Banana,HMC,32,HMC,32,20,1.562675219845632e-11
Banana,HMC,32,HMC,32,50,4.055484618599473e-12
Banana,HMC,32,HMC,32,100,0.01773191110830396
Banana,HMC,32,HMC,32,200,1.1916938159578728e-6
Banana,HMC,32,HMC,32,300,6.962889860163402e-7
Banana,HMC,32,HMC,32,400,3.2717147670571802
Banana,HMC,32,HMC,32,500,1.9641065262029826
Banana,HMC,32,HMC,32,600,4.832285336394096
Banana,HMC,32,HMC,32,700,4.27804368857705
Banana,HMC,32,HMC,32,800,3.186712692021661
Banana,HMC,32,HMC,32,900,5.709028560016256
Banana,HMC,32,HMC,32,1000,4.254985370416685
Banana,HMC,32,HMC,32,1100,4.0162789975593585
Banana,HMC,32,HMC,32,1200,3.8603228180790485
Banana,HMC,4,HMC,4,10,3.226848313420082e-11
Banana,HMC,4,HMC,4,20,1.5316073879629013e-14
Banana,HMC,4,HMC,4,50,4.797962904427898e-14
Banana,HMC,4,HMC,4,100,3.542102487551281
Banana,HMC,4,HMC,4,200,3.9684642210344504e-6
Banana,HMC,4,HMC,4,300,3.5591414783918562
Banana,HMC,4,HMC,4,400,2.8761009709983316
Banana,HMC,4,HMC,4,500,4.288961531287426
Banana,HMC,4,HMC,4,600,3.098118281789201
Banana,HMC,4,HMC,4,700,1.4441867991826147
Banana,HMC,4,HMC,4,800,4.597139371551289
Banana,HMC,4,HMC,4,900,4.649411467019869
Banana,HMC,4,HMC,4,1000,4.891622664279611
Banana,HMC,4,HMC,4,1100,5.047438832507326
Banana,HMC,4,HMC,4,1200,2.6466149286378466
Banana,HMC,5,HMC,5,10,2.327129745506408e-8
Banana,HMC,5,HMC,5,20,7.65494548729973e-14
Banana,HMC,5,HMC,5,50,8.708232828943388e-12
Banana,HMC,5,HMC,5,100,1.1083481033014076e-10
Banana,HMC,5,HMC,5,200,1.3866848226945253e-5
Banana,HMC,5,HMC,5,300,1.5106951472245087
Banana,HMC,5,HMC,5,400,5.190545318523272
Banana,HMC,5,HMC,5,500,1.01734023898528
Banana,HMC,5,HMC,5,600,3.4809999950745305
Banana,HMC,5,HMC,5,700,3.632017274153526
Banana,HMC,5,HMC,5,800,2.544731169678408
Banana,HMC,5,HMC,5,900,6.620364995568528
Banana,HMC,5,HMC,5,1000,3.243498785430561
Banana,HMC,5,HMC,5,1100,4.86853258702986
Banana,HMC,5,HMC,5,1200,3.46921504449427
Banana,HMC,6,HMC,6,10,7.250628176244652e-14
Banana,HMC,6,HMC,6,20,5.16499425218359e-12
Banana,HMC,6,HMC,6,50,2.5479077961796632e-14
Banana,HMC,6,HMC,6,100,2.6151436865362736e-10
Banana,HMC,6,HMC,6,200,2.5325824059275857e-9
Banana,HMC,6,HMC,6,300,4.087758645397581
Banana,HMC,6,HMC,6,400,4.464147883124032
Banana,HMC,6,HMC,6,500,2.464846110523516
Banana,HMC,6,HMC,6,600,3.223690752461416
Banana,HMC,6,HMC,6,700,4.027907856935666
Banana,HMC,6,HMC,6,800,4.803284662390456
Banana,HMC,6,HMC,6,900,3.9543069119045913
Banana,HMC,6,HMC,6,1000,3.11219152845138
Banana,HMC,6,HMC,6,1100,5.763060824411696
Banana,HMC,6,HMC,6,1200,5.65966956553121
Banana,HMC,7,HMC,7,10,1.3220310197162023e-14
Banana,HMC,7,HMC,7,20,4.722908110699051e-12
Banana,HMC,7,HMC,7,50,1.183707559097619e-11
Banana,HMC,7,HMC,7,100,2.0417642459755416e-9
Banana,HMC,7,HMC,7,200,6.175135703490501e-7
Banana,HMC,7,HMC,7,300,5.5612564562707245
Banana,HMC,7,HMC,7,400,1.8541368334633672
Banana,HMC,7,HMC,7,500,0.004453706843491423
Banana,HMC,7,HMC,7,600,5.3884655210177606
Banana,HMC,7,HMC,7,700,3.0020586084096474
Banana,HMC,7,HMC,7,800,2.298880150644531
Banana,HMC,7,HMC,7,900,3.103721166007034
Banana,HMC,7,HMC,7,1000,15.139222318735646
Banana,HMC,7,HMC,7,1100,2.964969967387054
Banana,HMC,7,HMC,7,1200,3.1116617905714596
Banana,HMC,8,HMC,8,10,3.964071481818873e-14
Banana,HMC,8,HMC,8,20,1.9477667990138864e-10
Banana,HMC,8,HMC,8,50,2.6833164673687042e-12
Banana,HMC,8,HMC,8,100,2.722317563807104e-7
Banana,HMC,8,HMC,8,200,1.4403116678672834
Banana,HMC,8,HMC,8,300,0.014858520588806884
Banana,HMC,8,HMC,8,400,3.4857908310269257
Banana,HMC,8,HMC,8,500,3.46732884187615
Banana,HMC,8,HMC,8,600,3.6097528257686977
Banana,HMC,8,HMC,8,700,4.264399256492281
Banana,HMC,8,HMC,8,800,1.6617890722684592
Banana,HMC,8,HMC,8,900,6.707109849380335
Banana,HMC,8,HMC,8,1000,5.156203968784163
Banana,HMC,8,HMC,8,1100,5.128798407267458
Banana,HMC,8,HMC,8,1200,12.469768880546486
Banana,HMC,9,HMC,9,10,8.693478734411568e-15
Banana,HMC,9,HMC,9,20,4.9829398907723165e-12
Banana,HMC,9,HMC,9,50,7.249226379000404e-9
Banana,HMC,9,HMC,9,100,0.003309634201858944
Banana,HMC,9,HMC,9,200,1.0109188355188067e-7
Banana,HMC,9,HMC,9,300,0.08817268141912722
Banana,HMC,9,HMC,9,400,4.663588710271135
Banana,HMC,9,HMC,9,500,2.7779324717978757
Banana,HMC,9,HMC,9,600,5.299341564490294
Banana,HMC,9,HMC,9,700,3.4289872573612654
Banana,HMC,9,HMC,9,800,6.896960980762603
Banana,HMC,9,HMC,9,900,6.535381818264565
Banana,HMC,9,HMC,9,1000,9.579059604194114
Banana,HMC,9,HMC,9,1100,6.134577358185668
Banana,HMC,9,HMC,9,1200,4.054823868254947
Banana,MALA,1,MALA,1,10,4.639085208374678e-15
Banana,MALA,1,MALA,1,20,2.811136283454279e-10
Banana,MALA,1,MALA,1,50,1.2060201711735684e-12
Banana,MALA,1,MALA,1,100,7.271922761023686e-6
Banana,MALA,1,MALA,1,200,7.654924780314653e-10
Banana,MALA,1,MALA,1,300,1.4377500101024365
Banana,MALA,1,MALA,1,400,3.581411365097326
Banana,MALA,1,MALA,1,500,2.495695951315481
Banana,MALA,1,MALA,1,600,10.635236016635098
Banana,MALA,1,MALA,1,700,7.10463736379342
Banana,MALA,1,MALA,1,800,6.414586084331551
Banana,MALA,1,MALA,1,900,6.424356802266601
Banana,MALA,1,MALA,1,1000,5.157453478845211
Banana,MALA,1,MALA,1,1100,10.262553456888115
Banana,MALA,1,MALA,1,1200,5.706270168053875
Banana,MALA,10,MALA,10,10,7.373694804895518e-14
Banana,MALA,10,MALA,10,20,2.427607176726856e-13
Banana,MALA,10,MALA,10,50,1.2880109870840246e-11
Banana,MALA,10,MALA,10,100,7.490760357438183e-8
Banana,MALA,10,MALA,10,200,1.1848725264094633e-5
Banana,MALA,10,MALA,10,300,3.127206484559354
Banana,MALA,10,MALA,10,400,5.016752526443415
Banana,MALA,10,MALA,10,500,10.68602852396805
Banana,MALA,10,MALA,10,600,9.510386489591227
Banana,MALA,10,MALA,10,700,2.0936367536843825
Banana,MALA,10,MALA,10,800,3.9787588402505674
