seed,target,total_cost,nchains,kernel,step_size,logZ,elbo,ess,nparticles
1,Banana,0,10,MF.HMC,0.01,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.HMC,0.05,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.HMC,0.1,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.MALA,0.01,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.MALA,0.05,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.MALA,0.1,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.RWMH,0.01,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.RWMH,0.05,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,10,MF.RWMH,0.1,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.HMC,0.01,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.HMC,0.05,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.HMC,0.1,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.MALA,0.01,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.MALA,0.05,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.MALA,0.1,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.RWMH,0.01,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.RWMH,0.05,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,0,5,MF.RWMH,0.1,-0.24175445631769854,-2.0859242642473124,8.527462735386596,1024
1,Banana,100,10,MF.HMC,0.01,-0.23707256651126674,-1.160650343810745,10.701689773256332,1024
1,Banana,100,10,MF.HMC,0.05,-0.2378675420146612,-0.8884761124398107,350.7797679591799,1024
1,Banana,100,10,MF.HMC,0.1,-0.09514119018449207,-0.7979671358868481,288.31903356143897,1024
1,Banana,100,10,MF.MALA,0.01,-0.5283243589607833,-1.755571265573674,64.66772205854168,1024
1,Banana,100,10,MF.MALA,0.05,-0.5913653224295663,-1.3860878018438234,119.95354862359811,1024
1,Banana,100,10,MF.MALA,0.1,-0.6015026228422711,-1.22535841740736,218.7132849091079,1024
1,Banana,100,10,MF.RWMH,0.01,-0.4847349257701037,-2.0438080052926693,40.27350183244234,1024
1,Banana,100,10,MF.RWMH,0.05,-0.4771126107240091,-1.9560893642426078,29.241318365220586,1024
1,Banana,100,10,MF.RWMH,0.1,-0.4669072794959481,-1.79316178429081,36.37037601320515,1024
1,Banana,100,5,MF.HMC,0.01,-0.24447542123796406,-1.3407559234858935,16.93366970350765,1024
1,Banana,100,5,MF.HMC,0.05,-0.21270401317613974,-1.123395178997195,331.3805212931029,1024
1,Banana,100,5,MF.HMC,0.1,-0.09197996605327052,-0.9996962586512063,301.12120381157695,1024
1,Banana,100,5,MF.MALA,0.01,-0.4062088638532222,-1.7016897211995072,33.22410214171622,1024
1,Banana,100,5,MF.MALA,0.05,-0.5876963560360666,-1.4849062463291083,132.39586376501055,1024
1,Banana,100,5,MF.MALA,0.1,-0.3151369080529811,-1.4174109176268725,15.45967188154432,1024
1,Banana,100,5,MF.RWMH,0.01,-0.5556902860667909,-2.137982298986777,45.38954897992582,1024
1,Banana,100,5,MF.RWMH,0.05,-0.533516384470281,-2.0017570696742384,49.13940731498189,1024
1,Banana,100,5,MF.RWMH,0.1,-0.4767944203414958,-1.7667959871775472,44.725427970811694,1024
1,Banana,200,10,MF.HMC,0.01,-0.4062545421373214,-1.0368078456815626,235.0048678867223,1024
1,Banana,200,10,MF.HMC,0.05,-0.10361032175567697,-0.7749083765401988,269.93230921647285,1024
1,Banana,200,10,MF.HMC,0.1,0.0030350183274663323,-0.6857490635628974,413.0357374697862,1024
1,Banana,200,10,MF.MALA,0.01,-0.5854361729721811,-1.5916001681984675,133.8973739045321,1024
1,Banana,200,10,MF.MALA,0.05,-0.5787353052559014,-1.20189891862069,292.91893639648765,1024
1,Banana,200,10,MF.MALA,0.1,-0.5984842452919263,-1.1432582231841124,372.5484642645788,1024
1,Banana,200,10,MF.RWMH,0.01,-0.5140570465374328,-2.073138632139447,33.35179716767438,1024
1,Banana,200,10,MF.RWMH,0.05,-0.5479791974994681,-1.9201351549094399,63.2356511135841,1024
1,Banana,200,10,MF.RWMH,0.1,-0.5507344334710735,-1.703935331541066,104.89461537776528,1024
1,Banana,200,5,MF.HMC,0.01,-0.4480187959289852,-1.168441731143735,231.10323981294798,1024
1,Banana,200,5,MF.HMC,0.05,1.8700127733172023,-0.9382165938372276,1.3364831629500833,1024
1,Banana,200,5,MF.HMC,0.1,11.614120825212897,0.028025835029067876,1.0358357770893498,1024
1,Banana,200,5,MF.MALA,0.01,-0.7274972991731996,-1.5157295858316873,276.68854724318027,1024
1,Banana,200,5,MF.MALA,0.05,-0.6630012955798117,-1.3139517729716355,388.2168990924799,1024
1,Banana,200,5,MF.MALA,0.1,-0.5549627815885101,-1.3364765068216056,216.77659356928226,1024
1,Banana,200,5,MF.RWMH,0.01,-0.6875960044181726,-2.0700499998753075,167.20959860973906,1024
1,Banana,200,5,MF.RWMH,0.05,-0.6605955747031436,-1.798812825113518,147.78091227687662,1024
1,Banana,200,5,MF.RWMH,0.1,-0.6403097216158598,-1.516111316467043,165.6219489100045,1024
1,Banana,20,10,MF.HMC,0.01,-0.8648880499653524,-2.191413025426836,186.915612975859,1024
1,Banana,20,10,MF.HMC,0.05,-0.864789544318465,-2.1879477126927984,187.0581423543712,1024
1,Banana,20,10,MF.HMC,0.1,-0.8460350843030744,-2.1041568365252257,189.39457979386782,1024
