tv,Ts,nparticles
0.7460929622314755,1,512
0.6317930675095346,2,512
0.5883238318496358,3,512
0.5420268609397481,4,512
0.5253528515678868,5,512
0.5079254008983833,6,512
0.4883846370465007,7,512
0.47019423452982917,8,512
0.45590576019336854,9,512
0.44871726436129167,10,512
0.4408571970911965,11,512
0.43704507414807164,12,512
0.4300274606690143,13,512
0.42575031367033633,14,512
0.4198818674790076,15,512
0.41623407025420434,16,512
0.4087196782120726,17,512
0.40539862300268853,18,512
0.40079852218449513,19,512
0.3994194029287373,20,512
0.39850977155962597,21,512
0.39239655336035095,22,512
0.38705082014854864,23,512
0.3875339721754882,24,512
0.3842278925966952,25,512
0.3866766957659781,26,512
0.38419416965049447,27,512
0.3764987592198973,28,512
0.3721627116668886,29,512
0.36866852148748586,30,512
0.36455192120053764,31,512
0.36344950547214927,32,512
0.36294271651672466,33,512
0.3633663740416423,34,512
0.36145772023246153,35,512
0.357540777413933,36,512
0.35444473642238505,37,512
0.3523388445754716,38,512
0.34968221961340834,39,512
0.3461271159824735,40,512
0.3433039798527804,41,512
0.34045273275229065,42,512
0.3368942132536659,43,512
0.33554972302983777,44,512
0.33632788096236216,45,512
0.3353816786653359,46,512
0.33331324906667104,47,512
0.3328528872868335,48,512
0.3329657375750508,49,512
0.3303428238502804,50,512
0.3279085852496865,51,512
0.32612286525848844,52,512
0.3249067360795607,53,512
0.32391700331212087,54,512
0.3226926686224904,55,512
0.3219415532544914,56,512
0.3214778087190997,57,512
0.3207432619299857,58,512
0.31953038352051455,59,512
0.31713649557083445,60,512
0.31585587247674674,61,512
0.3156558865631704,62,512
0.3155069660906294,63,512
0.3147919927241219,64,512
0.3144729223104588,65,512
0.312586003065846,66,512
0.31149598051928884,67,512
0.310013202947021,68,512
0.30868761726552474,69,512
0.3058676036311836,70,512
0.3047502106579517,71,512
0.30448685110564333,72,512
0.3029106624314795,73,512
0.3025705502316299,74,512
0.30305536465221017,75,512
0.3021852343874238,76,512
0.30168061468980667,77,512
0.3005028401509962,78,512
0.29962833678916884,79,512
0.2991032830784855,80,512
0.2983085402505202,81,512
0.29816064862598346,82,512
0.2975498240189494,83,512
0.2961137343518114,84,512
0.29536410544436725,85,512
0.29471312400427246,86,512
0.2938302853271745,87,512
0.29333466731284275,88,512
0.29270235065118494,89,512
0.29124969428896497,90,512
0.29046864974037884,91,512
0.2894840991739654,92,512
0.2956549158409034,93,512
0.2944405959895316,94,512
0.29481889709307024,95,512
0.2939142439202274,96,512
0.2937216214122968,97,512
0.29365548180244444,98,512
0.2933853643867315,99,512
0.29282110842521586,100,512
0.29270854057779744,101,512
0.2921811379343423,102,512
0.2915403674343059,103,512
0.29146097149376293,104,512
0.29057615977297097,105,512
0.2898800779225799,106,512
0.2890382467353334,107,512
0.2889634502115357,108,512
0.2888443104807909,109,512
0.2881736847648608,110,512
0.28749758014139976,111,512
0.28694823089628174,112,512
0.285904359465313,113,512
0.2849955837616195,114,512
0.28414430153838044,115,512
0.2827591286304904,116,512
0.2816671351375273,117,512
0.2806821775336938,118,512
0.28020471584939816,119,512
0.27940269053462424,120,512
0.27885348516543845,121,512
0.27744650233090473,122,512
0.2770564005239182,123,512
0.27613850241681165,124,512
0.2754543678161492,125,512
0.2745241244057342,126,512
0.2741783074682812,127,512
0.27339989191521413,128,512
0.27314248857380713,129,512
0.272859156760918,130,512
0.2723543051806797,131,512
0.27215985872732057,132,512
0.27207818033028475,133,512
0.2718877028008961,134,512
0.27185710211610487,135,512
0.27159542734235753,136,512
0.27118195768424225,137,512
0.2706820723258769,138,512
0.27086993015720684,139,512
0.27043525780324745,140,512
0.26980850426004943,141,512
0.26935535233745533,142,512
0.2690352202000329,143,512
0.26796823753777915,144,512
0.26705846471399053,145,512
0.2669448849068078,146,512
0.2667376146714454,147,512
0.2664853130374072,148,512
0.2654946793317559,149,512
0.26466839046891477,150,512
0.26481872347273966,151,512
0.26469780774659,152,512
0.26451827395965516,153,512
0.26395523050151604,154,512
0.2637417056853699,155,512
0.26327701813389753,156,512
0.26280570615121635,157,512
0.26300301671847287,158,512
0.2626049434056217,159,512
0.2624269815852383,160,512
0.2622589208091536,161,512
0.26232611643608905,162,512
0.2622499404372972,163,512
0.26201905460841973,164,512
0.2617987050618959,165,512
0.2612623821661844,166,512
0.26057265123705675,167,512
0.26020079377943517,168,512
0.2596308945468195,169,512
0.25939863917328027,170,512
0.2593400191872695,171,512
0.259962549678537,172,512
0.25944963653964304,173,512
0.2591939365796921,174,512
0.25876164082604824,175,512
0.2583485549783862,176,512
0.2581084688899408,177,512
0.25803353226013204,178,512
0.25797157328503373,179,512
0.25764489690886555,180,512
0.2572925367255337,181,512
0.25716624189403103,182,512
0.2571283243907888,183,512
0.25705688794115794,184,512
0.25738524182436906,185,512
0.25719373724445477,186,512
0.2571253447681368,187,512
0.25684685231966337,188,512
0.256761912201465,189,512
0.2564122415074357,190,512
0.2557439453396297,191,512
0.25594982625485047,192,512
0.25564682664145144,193,512
0.25526586059527945,194,512
0.2546700648407714,195,512
0.2540586144752723,196,512
0.25350572261435556,197,512
0.2530381452879032,198,512
0.25287775827786674,199,512
0.2525309015824311,200,512
0.25206329376761677,201,512
0.2519258400516385,202,512
0.25136555711624875,203,512
0.2507175972129814,204,512
0.25045554668605025,205,512
0.2500923060350862,206,512
0.24976305875291685,207,512
0.24936149265893373,208,512
0.24892396567756964,209,512
0.24872494942325413,210,512
0.2483469240448416,211,512
0.247969078704757,212,512
0.2477054646862957,213,512
0.24723683791661102,214,512
0.24681162143855076,215,512
0.24771872536949932,216,512
0.24738333371114754,217,512
0.24721981676924434,218,512
0.24730790903369432,219,512
0.24719015533201716,220,512
0.24673517590907879,221,512
0.24633818381661118,222,512
0.2463895238471203,223,512
0.2461075456970368,224,512
0.2461064002294721,225,512
0.24603082360626177,226,512
0.2456117027440796,227,512
0.24517126508131346,228,512
0.2445819776802237,229,512
0.2442392115677379,230,512
0.2442839305718477,231,512
0.24379149076526277,232,512
0.24312170642091138,233,512
0.24274955912714488,234,512
0.2422908338933099,235,512
0.2418881662162834,236,512
0.2418028505348831,237,512
0.2416722693739772,238,512
0.2416151715455634,239,512
0.24189494775304324,240,512
0.24156501479307577,241,512
0.2414011187312346,242,512
0.24092625681004928,243,512
0.24046494935752694,244,512
0.24020180541048122,245,512
0.23979346863404494,246,512
0.239617994163545,247,512
0.23972313122108396,248,512
0.23954360816371711,249,512
0.23954300749252416,250,512
0.23916188031015367,251,512
0.23896320005586047,252,512
0.23886604976708653,253,512
0.2387800421412343,254,512
0.23820488631374573,255,512
0.23780853275471656,256,512
0.2376050394496178,257,512
0.23734750002302785,258,512
0.23718795898069203,259,512
0.23667232168143099,260,512
0.2361978344243887,261,512
0.2358604243088654,262,512
0.23548800204157744,263,512
0.23499458551373692,264,512
0.23487141999912242,265,512
0.2345551093843557,266,512
0.23419470009024243,267,512
0.23395078082790396,268,512
0.23367326469137295,269,512
0.23369187829170363,270,512
0.2336051077732392,271,512
0.23337539797529935,272,512
0.2333707727814047,273,512
0.23351123712654562,274,512
0.23326453555695703,275,512
0.23355260452462223,276,512
0.23358966837951464,277,512
0.2334624956884538,278,512
0.23332294872481454,279,512
0.23295386512758995,280,512
0.23268337862683916,281,512
0.2324909221136279,282,512
0.2321195677201294,283,512
0.2317959738799274,284,512
0.23137600209389772,285,512
0.23107037600542474,286,512
0.23100011224787118,287,512
0.23101748509342404,288,512
0.2310421505746012,289,512
0.23070798230852532,290,512
0.23062690513442596,291,512
0.23013021277757692,292,512
0.22982016571074756,293,512
0.22979852336642195,294,512
0.2293486902168134,295,512
0.22896475328573332,296,512
0.2289548640030258,297,512
0.22875324642325032,298,512
0.22875355666980537,299,512
0.22864034991920035,300,512
0.22833862905343077,301,512
