iter,d1,d2,ldr,dr
1,0.043824366184456266,2.0457542938696127,0.16732293312814162,0.18213595453668344
2,0.043824366184456266,2.0457542938696127,0.16732293312814162,0.18213595453668344
3,-0.8508425513711343,1.2402226160334793,-12.761191154783216,-0.9999971299788383
4,0.043824366184456266,2.0457542938696127,0.16732293312814162,0.18213595453668344
5,-0.897843943770312,0.9092556264377167,-15.543669525779935,-0.9999998223889031
6,0.043824366184456266,2.0457542938696127,0.16732293312814162,0.18213595453668344
7,0.2102030183485677,1.2399612642501179,0.5713061455018345,0.770578174491933
8,0.043824366184456266,2.0457542938696127,0.16732293312814162,0.18213595453668344
9,-0.044426843028059694,2.624821636968945,0.03768111425276777,0.03840004910082748
10,0.043824366184456266,2.0457542938696127,0.16732293312814162,0.18213595453668344
11,-0.00456648586844402,1.8502777403535782,0.2636158045553063,0.30162802066822036
12,0.08806898620040671,2.0511602513643195,0.17387930827378129,0.18991194462694683
13,0.4688538103334484,1.8969133193169239,0.5419394698609326,0.7193382352798174
14,-0.10090679417818815,2.838746645087003,0.06420228854262988,0.06630807885322974
15,-0.13570217857067973,1.9472978968746253,0.23142561349789448,0.2603955666729448
16,-0.5221287248761636,0.8497924039493445,-3.6680956234173325,-0.974474967034082
17,1.6274987020554994,0.9883602971918968,-54.68291031477017,-1.0
18,0.12884366172232123,3.2606681621937943,0.2139142051873213,0.2385163919532701
19,1.2472511071698031,0.8986748528617874,-31.402617248711085,-0.999999999999977
20,0.11312197582017908,1.617163887679577,0.4402190173803253,0.5530473256220713
21,0.11693871549216964,-0.377249681425439,1.7641070795906035,4.836358626974365
22,-1.12816705457743,0.9190901879964046,-25.549061961270773,-0.9999999999919799
23,0.06471080935505621,4.120832639514609,0.8887884076271306,1.4321810533874892
24,-0.0749636820643036,1.2519824790934055,0.6557791779892073,0.926643130598465
25,-0.17625335008080634,1.7781740605447445,0.34459648665423837,0.41142027782776386
26,-0.009758901499536121,1.2799729326102027,0.6570779855150277,0.9291470949279194
27,0.11187690773742465,1.0305540884930253,0.5582099964292504,0.7475415932727153
