seed,target,flowtype,kernel,step_size,flow_length,nchains,logZ,elbo,ess,nparticles
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.001,0,1,-1.0525480792552253,-1.3471590007222252,270.96563313936207,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.001,10,1,-0.9263140197690269,-1.266158827047241,70.4004754673929,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.001,100,1,-0.8716244686720218,-1.1796297316452533,83.38152699998366,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.001,20,1,-0.803747013503429,-1.1791628714829048,72.2357556200342,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.001,200,1,-0.9571724598604483,-1.185024302062154,190.71197719082022,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.001,300,1,-0.7140231631841312,-1.1080457610316383,50.61694828033291,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.001,50,1,-0.9267522294784483,-1.225165758856891,102.74196081356772,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.005,0,1,-1.0525480792552253,-1.3471590007222252,270.96563313936207,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.005,10,1,-0.8717609221155067,-1.156929664555589,94.12586179130331,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.005,100,1,-0.8136479073106448,-0.9705457668558073,203.9950744249924,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.005,20,1,-0.8467524192142521,-1.0999285403293872,134.3289377604265,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.005,200,1,-0.540104695169096,-0.8478585797184327,48.135731252806345,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.005,300,1,-0.2524060891624611,-0.7980851162438369,23.860061668456673,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.005,50,1,-0.9005439236694484,-1.0296416287332786,293.8458964808317,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.01,0,1,-1.0525480792552253,-1.3471590007222252,270.96563313936207,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.01,10,1,-0.687529975576747,-1.0529457703424248,22.583067599774783,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.01,100,1,-0.5498296020157092,-0.7420450449944752,218.7702677610058,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.01,20,1,-0.7786365281434033,-0.9923144265381693,155.5054884951388,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.01,200,1,-0.4860432031925166,-0.6586070199526007,238.5691543453017,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.01,300,1,-0.18812834883116292,-0.5571418528251169,30.053810576645745,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.01,50,1,-0.7316165593181827,-0.8734158202454311,277.058268447614,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.05,0,1,-1.0525480792552253,-1.3471590007222252,270.96563313936207,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.05,10,1,-0.24750069503651861,-0.7279269866026818,12.994173924748813,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.05,100,1,-0.11731895845926754,-0.23081659891635936,350.5144873528683,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.05,20,1,-0.37786492186447873,-0.5717521150016845,274.18725746611,512
1,Banana,MF.BackwardIRFMixFlow,MF.HMC,0.05,200,1,9.353965800975946,-0.0412481786797204,1.0001928440234849,512
