tv,Ts,nparticles
0.47742449972637685,1,512
0.4628981857078748,2,512
0.45853265839083873,3,512
0.45157754577426473,4,512
0.4472692497386908,5,512
0.4279734907455111,6,512
0.4101352890273188,7,512
0.3950129157988012,8,512
0.38168283837414974,9,512
0.36959144353745327,10,512
0.3634956159026012,11,512
0.3585931902620008,12,512
0.35490566564833376,13,512
0.3464815339083641,14,512
0.3398229567971257,15,512
0.3346584232926049,16,512
0.33096778400139343,17,512
0.3247349561247649,18,512
0.3215969432694958,19,512
0.31731489552968983,20,512
0.3149778441109357,21,512
0.3122461067934285,22,512
0.3111287719198684,23,512
0.30758107630265974,24,512
0.3029958238661598,25,512
0.30003865597007057,26,512
0.29620156062463066,27,512
0.292933012413452,28,512
0.2893928028826294,29,512
0.2845748546248881,30,512
0.28019199050601057,31,512
0.2760077237446262,32,512
0.27312169210123327,33,512
0.26956862832218786,34,512
0.2656799350783937,35,512
0.26227195516718776,36,512
0.2586672754217565,37,512
0.2559430410435158,38,512
0.2531981283894807,39,512
0.24938949021314435,40,512
0.2468434065539083,41,512
0.24338781919875915,42,512
0.24032319113078268,43,512
0.23655361944766973,44,512
0.23363213169509184,45,512
0.23118186803210747,46,512
0.22906926135263408,47,512
0.22710006665893226,48,512
0.22512290103316213,49,512
0.22295200692472422,50,512
0.22078543109369195,51,512
0.21920865136960763,52,512
0.2179805909692303,53,512
0.21654926608227293,54,512
0.21500930848851166,55,512
0.21329422522102137,56,512
0.21115974508124605,57,512
0.20930449019076788,58,512
0.2080817980618039,59,512
0.20736533847574118,60,512
0.20640420557572073,61,512
0.2057060863871065,62,512
0.20656942458993804,63,512
0.20734280635856783,64,512
0.2063884970417386,65,512
0.2051569793867733,66,512
0.20382991924607163,67,512
0.2027566211979191,68,512
0.20164978693504496,69,512
0.20051122576150004,70,512
0.19835722611255308,71,512
0.19674946505718677,72,512
0.1952166311241894,73,512
0.1940400788576534,74,512
0.19291186845106628,75,512
0.19171429592316175,76,512
0.19096334274774002,77,512
0.1896713961225692,78,512
0.18858128281150352,79,512
0.1871882929670973,80,512
0.18532002915584617,81,512
0.18392362551187685,82,512
0.1823737402541012,83,512
0.1817063779494751,84,512
0.18043203868314805,85,512
0.17987421000223427,86,512
0.17956957761263728,87,512
0.17901703577705788,88,512
0.17822830518897273,89,512
0.17696515689160508,90,512
0.1757439149923417,91,512
0.17427014605065755,92,512
0.17343235913812877,93,512
0.1727323522268012,94,512
0.17175910536679884,95,512
0.17062578893483213,96,512
0.1693237421755563,97,512
0.16864112031886414,98,512
0.16808001761296115,99,512
0.16755149378468562,100,512
0.16673340017295693,101,512
0.165481621712971,102,512
0.1644064291854651,103,512
0.16385682531428078,104,512
0.16284690433240603,105,512
0.16216510180190033,106,512
0.1614942672889845,107,512
0.1607284639986204,108,512
0.15949027814240962,109,512
0.1584647361413325,110,512
0.1577555006508722,111,512
0.15701750551625754,112,512
0.1565085738881804,113,512
0.1561455322098085,114,512
0.15566559592297197,115,512
0.1547646943649789,116,512
0.1538749309171034,117,512
0.1532134948716634,118,512
0.15266593561185368,119,512
0.1521335352511071,120,512
0.1515680519372141,121,512
0.15131210717766339,122,512
0.15071433639532264,123,512
0.15010240885675086,124,512
0.14955072206879272,125,512
0.14923887673521022,126,512
0.14863384642597108,127,512
0.1481272306580927,128,512
0.14774874915535388,129,512
0.14715378294084364,130,512
0.1466422325188934,131,512
0.14587750584790846,132,512
0.14540040763532433,133,512
0.14501251807510585,134,512
0.14439898565818016,135,512
0.1441913803548222,136,512
0.1436641479476883,137,512
0.14314341170346004,138,512
0.14248320489425007,139,512
0.14212938756982946,140,512
0.14162153697747196,141,512
0.14126791872476172,142,512
0.14108880184617248,143,512
0.14079042346495024,144,512
0.1405208776560559,145,512
0.14006371963566497,146,512
0.13980082544335337,147,512
0.13963130570443893,148,512
0.1393832960202903,149,512
0.13914956181874327,150,512
0.13909881908070684,151,512
0.1388659527638536,152,512
0.13841943381616478,153,512
0.13801245263115536,154,512
0.13750411017667916,155,512
0.13713701891586086,156,512
0.1368364410156646,157,512
0.1364821769243387,158,512
0.1359633511330681,159,512
0.1355136720647189,160,512
0.1351429645974376,161,512
0.1348965110534677,162,512
0.13446291976744976,163,512
0.1341086170503024,164,512
0.13339592411895576,165,512
0.13277282738176882,166,512
0.13240282871763856,167,512
0.1320783348744365,168,512
0.13176814152915553,169,512
0.13149581400356233,170,512
0.13119652901309484,171,512
0.13096595425632365,172,512
0.13065510321756843,173,512
0.1304476922837942,174,512
0.13039077963039425,175,512
0.13049299508171328,176,512
0.1304801614559699,177,512
0.13020812622901787,178,512
0.13005408866817425,179,512
0.12969939904893224,180,512
0.1290951943121031,181,512
0.12859828106326565,182,512
0.12804375956864028,183,512
0.1274952425344716,184,512
0.12718490737561905,185,512
0.12682663580341724,186,512
0.12652058744628408,187,512
0.12617545096951846,188,512
0.12598191451677104,189,512
0.12572687471428245,190,512
0.12525167899189923,191,512
0.12499138219671659,192,512
0.124426657994175,193,512
0.12419764366692733,194,512
0.12377931557807763,195,512
0.12372545550331679,196,512
0.12344382348468567,197,512
0.12326850160891605,198,512
0.12319238411131242,199,512
0.12282203197685987,200,512
0.12264439353870067,201,512
0.12228973447760513,202,512
0.12173480456130883,203,512
0.12121161662286165,204,512
0.12074499762945035,205,512
0.12008869224373085,206,512
0.1198188646060137,207,512
0.11934091876062158,208,512
0.1189824348340299,209,512
0.11839591429631131,210,512
0.11772067416684427,211,512
0.11734702703496294,212,512
0.11683968507947817,213,512
0.11642031304516307,214,512
0.11626246188283315,215,512
0.11593384210764061,216,512
0.11583458099710589,217,512
0.11547421664336417,218,512
0.11540513942629273,219,512
0.11527771831950326,220,512
0.11518259799613935,221,512
0.11475119348700294,222,512
0.11452805165348659,223,512
0.11419951150268456,224,512
0.113957245323163,225,512
0.11392645999538374,226,512
0.11382297453986218,227,512
0.1135681341634482,228,512
0.11321196895915564,229,512
0.11314523464184954,230,512
0.11309123072895921,231,512
0.11303077528156623,232,512
0.112916053728365,233,512
0.11275531200161341,234,512
0.11271518747253495,235,512
0.11260546095730418,236,512
0.11230112391405002,237,512
0.11188969075592618,238,512
0.1117550342060103,239,512
0.11164459183318722,240,512
0.11143922495878586,241,512
0.11103625145922864,242,512
0.11054940700238274,243,512
0.11019536292017439,244,512
0.10981502387913765,245,512
0.10958485192045513,246,512
0.10918827246602815,247,512
0.1089096214976586,248,512
0.10878616017188349,249,512
0.10843352280445752,250,512
0.10823856853557971,251,512
0.10792176584276682,252,512
0.10777451560847895,253,512
0.10771364958718098,254,512
0.10752061356075862,255,512
0.10719247492181633,256,512
0.10700363282138,257,512
0.10684381967544884,258,512
0.10669914760309124,259,512
0.10626492276769971,260,512
0.10588773348970786,261,512
0.10558465620144718,262,512
0.10515520987983995,263,512
0.10495547566487408,264,512
0.1045898119355572,265,512
0.10440792991911049,266,512
0.1041878912671209,267,512
0.10412185910433372,268,512
0.10383961780255786,269,512
0.1036188682996927,270,512
0.10334498251164721,271,512
0.10314863954768624,272,512
0.10293350561104954,273,512
0.102643771863994,274,512
0.10256012086270373,275,512
0.10244373312792146,276,512
0.10230249735540656,277,512
0.10228693543158365,278,512
0.10223716777878436,279,512
0.10215782182660423,280,512
0.1021680450531963,281,512
0.10197605595106382,282,512
0.10181043296223315,283,512
0.1016521869684251,284,512
0.10140725887109898,285,512
0.1011493343930153,286,512
0.10092238366051152,287,512
0.1008168380208585,288,512
0.10077623817027906,289,512
0.10065209186422765,290,512
0.10054153425482473,291,512
0.1003108506837108,292,512
0.10013494964876761,293,512
0.10000898875046899,294,512
0.1000420237839849,295,512
0.10011671941745325,296,512
0.09986542084149579,297,512
0.0996015356478525,298,512
0.0994745926901834,299,512
0.09934669907820737,300,512
0.09909007185944824,301,512
