seed,target,flowtype,kernel,step_size,flow_length,nchains,logZ,elbo,ess,nparticles
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.01,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.01,10,1,-0.8070827525734288,-1.0453546330791097,203.15598630357402,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.01,100,1,-0.4093662584438267,-0.6344812069481475,115.17737290467001,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.01,20,1,-0.733216129909521,-0.945612406784454,221.2707818033827,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.01,200,1,-0.18362203355993056,-0.42665098072935176,127.59158809886615,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.01,300,1,22.40570196683142,-0.1857567217270002,1.0000000608051798,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.01,50,1,-0.6197269728987234,-0.7909332584217852,212.06317476541113,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.05,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.05,10,1,-0.4151245804601933,-0.6490230593276355,283.36633960961683,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.05,100,1,0.031750570643271026,-0.11705527495755372,372.6652452194773,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.05,20,1,-0.23556134995865552,-0.4651055616413433,298.08744611393587,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.05,200,1,0.07463601450840684,-0.003763536714288155,414.95584459034524,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.05,300,1,0.08276981079296242,0.031181587757092656,450.3675489520516,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.05,50,1,-0.044311626470316945,-0.2686626801359849,284.4039050335533,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.1,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.1,10,1,-0.22558924716314,-0.4793080574333401,325.194093370148,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.1,100,1,0.05032280676090917,-0.020212606968897887,433.28535942220526,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.1,20,1,-0.0690823907806406,-0.30511356624524977,306.5066533061267,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.1,200,1,0.04580001350230667,0.009531543624698524,472.6872287219493,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.1,300,1,0.03126621926285367,0.004903404992604863,483.27949329990696,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.1,50,1,0.04005399526996545,-0.1279766849056536,346.0007291805221,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.2,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.2,10,1,-0.22272830802891708,-0.4237491811395165,365.34781269780683,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.2,100,1,-0.0460394287007162,-0.053613072506168556,505.99106993234835,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.2,20,1,-0.15990020129122406,-0.26418329769101323,431.4028466971242,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.2,200,1,-0.016428344881981083,-0.018632688304092006,510.1950433675819,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.2,300,1,-0.007430710588175238,-0.008148559609037667,511.3765252253518,512
1,Banana,MF.DeterministicMixFlow,MF.HMC,0.2,50,1,-0.08584278408756152,-0.1332196306606959,487.8093594198159,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.01,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.01,10,1,-0.9494489211269519,-1.2302925245406469,247.28315936864246,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.01,100,1,-0.7562630110801765,-0.9994500024718477,174.9658148767281,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.01,20,1,-0.9299042338753161,-1.1906672794203668,220.43774589228977,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.01,200,1,-0.5701812096532315,-0.8218870840890037,136.43560532532118,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.01,300,1,6.515939503057258,-0.6559255812116088,1.024000286938909,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.01,50,1,-0.8582066553337464,-1.107431343001219,183.90836409827904,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.05,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.05,10,1,-0.9426538640530788,-1.1755355747740475,257.1611688264613,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.05,100,1,-0.7016393298471462,-0.8587550744421464,352.5371565108785,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.05,20,1,-0.8900021593080156,-1.1073669547322051,242.29332060393153,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.05,200,1,-0.5499460103765257,-0.7109299348759703,335.71548521905635,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.05,300,1,-0.427541533485706,-0.615432742487455,293.93272471033305,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.05,50,1,-0.7907716540988003,-0.9776916081338877,248.47356287746413,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.1,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.1,10,1,-0.8985510446763616,-1.129434857352669,213.60742056691288,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.1,100,1,-0.5804284639559105,-0.8118936693379801,117.5620117989939,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.1,20,1,-0.8162659026342123,-1.0596962930846268,151.99295411313074,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.1,200,1,-0.4169286523097844,-0.6709821504083148,99.19459974551329,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.1,300,1,-0.3197222937591402,-0.6070463274598671,62.13581947164264,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.1,50,1,-0.7114540149211734,-0.9067638393210732,222.81015607977972,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.2,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.2,10,1,-0.8353746165308378,-1.0977639306436522,180.0851440534889,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.2,100,1,-0.5170321102294908,-0.7722597417593506,101.81189874126494,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.2,20,1,-0.7628689178483414,-1.0086571625045517,182.3824427786459,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.2,200,1,6.099848844122589,-0.653400947003331,1.003092784453358,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.2,300,1,20.948630446246952,-0.5134711618942146,1.0000113166884061,512
1,Banana,MF.DeterministicMixFlow,MF.MALA,0.2,50,1,-0.671399446801094,-0.8897968720028295,179.32003393258677,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.01,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.01,10,1,-0.9738634586761394,-1.2904377802038267,243.18199492678204,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.01,100,1,-0.9586644809827165,-1.252865902542311,227.2294106806577,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.01,20,1,-0.9718782888505224,-1.286333451106709,241.91934001352237,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.01,200,1,-0.9163432781923175,-1.1983399565757733,182.33323183171964,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.01,300,1,-0.8981988489505079,-1.1514755884724608,229.65245411000157,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.01,50,1,-0.9683942436189694,-1.2753107734919287,239.5283503373549,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.05,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.05,10,1,-0.9763418188943804,-1.272772977337537,264.7872224362012,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.05,100,1,-0.8894325748291543,-1.1091160795440493,251.45248244760484,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.05,20,1,-0.9753939315459395,-1.249843538156179,277.16994880832755,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.05,200,1,-0.8353917109032372,-1.0312646517138346,255.70645207224976,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.05,300,1,-0.7647093551350297,-0.9505672385912975,213.87764722206975,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.05,50,1,-0.9440955525039909,-1.1823478453966674,281.03050352056516,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.1,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.1,10,1,-0.9888723928571501,-1.2521984106090833,287.47751258375456,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.1,100,1,-0.8240453350932064,-1.005630804783929,324.34367361097634,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.1,20,1,-0.9679725894884896,-1.2104575981816552,279.3763872314598,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.1,200,1,-0.7330273763344968,-0.8980726831779111,343.7784970536826,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.1,300,1,-0.659555764706421,-0.8277267042243875,331.2754025329189,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.1,50,1,-0.8918138474718553,-1.0997359538248974,284.8839747451135,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.2,0,1,-0.975741697555975,-1.2939088217059376,243.39748250504078,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.2,10,1,-0.9338040952549838,-1.194756390019474,239.1306608187272,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.2,100,1,-0.6390235915077023,-0.8499604665595989,241.12623710405293,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.2,20,1,-0.8565889485525036,-1.1235600489007183,176.31922392048705,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.2,200,1,-0.501536384220624,-0.7260340577403209,232.39244068468773,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.2,300,1,-0.4626486041772937,-0.6538422500807218,305.7834062433626,512
1,Banana,MF.DeterministicMixFlow,MF.RWMH,0.2,50,1,-0.6919873945240651,-0.9929029860897548,109.15927161347592,512
1,Banana,MF.DeterministicMixFlow,MF.uncorrectHMC,0.01,0,1,-0.7290341859440783,-1.3179739700879287,34.786961334424525,512
1,Banana,MF.DeterministicMixFlow,MF.uncorrectHMC,0.01,10,1,NaN,NaN,NaN,512
