target,nrounds,sched_length,N,time,allc,ess,elbo,GCB,log_norm_constant,norm_constant
LGCP,5,1013,2048,4135.400981621,10371731794480,12.187853428837219,497.39585694569257,4.540723490858437,501.5348343406733,6.5134492913616075e217
