seed,target,flow_length,nchains,kernel,step_size,logZ,elbo,ess,nparticles
1,Banana,0,10,MF.HMC,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.HMC,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.HMC,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.HMC,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.MALA,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.MALA,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.MALA,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.MALA,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.RWMH,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.RWMH,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.RWMH,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,10,MF.RWMH,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.HMC,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.HMC,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.HMC,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.HMC,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.MALA,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.MALA,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.MALA,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.MALA,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.RWMH,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.RWMH,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.RWMH,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,1,MF.RWMH,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.HMC,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.HMC,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.HMC,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.HMC,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.MALA,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.MALA,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.MALA,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.MALA,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.RWMH,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.RWMH,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.RWMH,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,20,MF.RWMH,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586329,512
1,Banana,0,30,MF.HMC,0.03,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.HMC,0.05,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.HMC,0.1,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.HMC,0.2,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.MALA,0.03,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.MALA,0.05,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.MALA,0.1,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.MALA,0.2,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.RWMH,0.03,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.RWMH,0.05,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.RWMH,0.1,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,30,MF.RWMH,0.2,-0.9636514049065692,-1.3801429682248156,119.58767237586332,512
1,Banana,0,5,MF.HMC,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.HMC,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.HMC,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.HMC,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.MALA,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.MALA,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.MALA,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.MALA,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.RWMH,0.03,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.RWMH,0.05,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.RWMH,0.1,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,0,5,MF.RWMH,0.2,-0.9636514049065683,-1.3801429682248156,119.58767237586333,512
1,Banana,10,10,MF.HMC,0.03,-0.4003599307945658,-0.5791906234339447,270.46759641730733,512
1,Banana,10,10,MF.HMC,0.05,-0.3635256487831331,-0.4780529407865689,376.4445673939682,512
1,Banana,10,10,MF.HMC,0.1,-0.12218713380818169,-0.2752350607425344,331.07318367328435,512
1,Banana,10,10,MF.HMC,0.2,-0.20137483331292483,-0.2878921264367515,415.90243611650527,512
1,Banana,10,10,MF.MALA,0.03,-0.9356740304203957,-1.0738170132502176,294.42586608258074,512
1,Banana,10,10,MF.MALA,0.05,-0.8914033654691718,-1.0393733422212108,259.9809096534033,512
1,Banana,10,10,MF.MALA,0.1,-0.8926116831476856,-0.9989960136566901,339.7494343368814,512
1,Banana,10,10,MF.MALA,0.2,-0.8151424934801321,-0.9532155921292206,263.6334535076348,512
1,Banana,10,10,MF.RWMH,0.03,-1.025779520742467,-1.2261182553154042,277.4358609355528,512
1,Banana,10,10,MF.RWMH,0.05,-1.019594223552751,-1.2105522840552474,270.94663350035705,512
1,Banana,10,10,MF.RWMH,0.1,-0.970883733388197,-1.1561636880731574,237.64846693942386,512
1,Banana,10,10,MF.RWMH,0.2,-0.9455711054972813,-1.0589114901853063,347.36761290223467,512
1,Banana,10,1,MF.HMC,0.03,-0.8864186244607781,-1.2210039644649733,139.42004363630912,512
1,Banana,10,1,MF.HMC,0.05,-0.8864186244567369,-1.2210039644638662,139.4200436365332,512
1,Banana,10,1,MF.HMC,0.1,-0.8864186247770922,-1.22100396992203,139.4200436274221,512
1,Banana,10,1,MF.HMC,0.2,-0.760508022710785,-1.0992274938827766,177.45215817323214,512
1,Banana,10,1,MF.MALA,0.03,-0.886418624460755,-1.221003964466749,139.42004363630753,512
1,Banana,10,1,MF.MALA,0.05,-0.8864186244607568,-1.2210039644666777,139.42004363630724,512
1,Banana,10,1,MF.MALA,0.1,-0.8864186244607799,-1.221003964476042,139.42004363630028,512
1,Banana,10,1,MF.MALA,0.2,-0.8864186244607568,-1.221003964466889,139.4200436363077,512
1,Banana,10,1,MF.RWMH,0.03,-0.8864186244607568,-1.2210039644668864,139.4200436363071,512
1,Banana,10,1,MF.RWMH,0.05,-0.8864186244607559,-1.221003964466886,139.42004363630713,512
1,Banana,10,1,MF.RWMH,0.1,-0.8864186244607568,-1.2210039644668875,139.42004363630693,512
1,Banana,10,1,MF.RWMH,0.2,-0.8864186244607577,-1.2210039644668857,139.4200436363077,512
1,Banana,10,20,MF.HMC,0.03,-0.42158021805192814,-0.5557719408511392,306.0833024909177,512
1,Banana,10,20,MF.HMC,0.05,-0.22101081024294889,-0.3731975494696239,270.8243519282663,512
1,Banana,10,20,MF.HMC,0.1,0.05906339262530835,-0.1900061370682264,51.073444411049586,512
1,Banana,10,20,MF.HMC,0.2,-0.18468403529964217,-0.23943534020377902,460.0514405433453,512
1,Banana,10,20,MF.MALA,0.03,-0.7367853211973179,-1.0386383672257395,69.53700506252655,512
1,Banana,10,20,MF.MALA,0.05,-0.7582265627635829,-1.028720859585605,105.06114999900666,512
1,Banana,10,20,MF.MALA,0.1,-0.6007596167489702,-0.943895603494507,58.25123404247198,512
1,Banana,10,20,MF.MALA,0.2,-0.6819972849672657,-0.8995269149400767,121.94708187963502,512
1,Banana,10,20,MF.RWMH,0.03,-0.6887106344385749,-1.1868802970253243,54.280798667994794,512
1,Banana,10,20,MF.RWMH,0.05,-0.6527586326253827,-1.1716268369805898,43.37747942324609,512
1,Banana,10,20,MF.RWMH,0.1,-0.6621708300755023,-1.1129425374539348,57.68492360367601,512
1,Banana,10,20,MF.RWMH,0.2,-0.4863352083344603,-1.02344834079518,15.276488974030979,512
1,Banana,10,30,MF.HMC,0.03,-0.3558161670466973,-0.5302291132034888,259.0777307274209,512
1,Banana,10,30,MF.HMC,0.05,-0.1975802748191713,-0.3648031704459287,273.8704532682937,512
1,Banana,10,30,MF.HMC,0.1,-0.039276464024298186,-0.1680754097712174,308.1289897845924,512
1,Banana,10,30,MF.HMC,0.2,-0.13686229802133099,-0.18346372000553376,475.4025586145431,512
